lex,lex.ar,diac,diac.ar,gloss,pos,stem,stem.ar,root,root.ar,pattern,pattern.ar,freq,freqL,freqR
bakor_1,بَكْر_1,bakor,بَكْر,Bakr,noun_prop,bakor,بَكْر,b.k.r,ب.ك.ر,1a2o3,1َ2ْ3,14761,15954,103319
$axoS_1,شَخْص_1,$axoSAF,شَخْصاً,individual;person,noun,$axoS,شَخْص,$.x.S,ش.خ.ص,1a2o3,1َ2ْ3,119246,485729,437860
mutamar~id_1,مُتَمَرِّد_1,mutamar~idAF,مُتَمَرِّداً,rebel;mutineer,noun,mutamar~id,مُتَمَرِّد,m.r.d,م.ر.د,1utama2~i3,1ُتَمَ2ِّ3,4119,92680,132776
mukal~af_1,مُكَلَّف_1,Almukal~afapu,المُكَلَّفَةُ,commissioned_with;charged_with;responsible_for,adj,mukal~af,مُكَلَّف,k.l.f,ك.ل.ف,mu1a2~a3,مُ1َ2َّ3,1043,48350,149085
tanosiyq_1,تَنْسِيق_1,tanosiyqa,تَنْسِيقَ,coordination;steering;systematic_arrangement,noun,tanosiyq,تَنْسِيق,n.s.q,ن.س.ق,ta1o2iy3,تَ1ْ2ِي3,1563,91335,135060
mukAfaHap_1,مُكافَحَة_1,mukAfaHapi,مُكافَحَةِ,confrontation;battle,noun,mukAfaH,مُكافَح,k.f.H,ك.ف.ح,mu1A2a3ap,مُ1ا2َ3َة,62237,123928,144533
mutamar~id_1,مُتَمَرِّد_1,mutamar~idiy,مُتَمَرِّدِي,rebel;mutineer,noun,mutamar~id,مُتَمَرِّد,m.r.d,م.ر.د,1utama2~i3,1ُتَمَ2ِّ3,3404,92680,132776
Hizob_1,حِزْب_1,Hizobi,حِزْبِ,party;band,noun,Hizob,حِزْب,H.z.b,ح.ز.ب,1i2o3,1ِ2ْ3,133315,707241,744841
{inofiSAliy~_1,ٱِنْفِصالِيّ_1,AinofiSAliy~N,اِنْفِصالِيٌّ,separatist;schismatic,adj,{inofiSAliy~,ٱِنْفِصالِيّ,f.S.l,ف.ص.ل,{ino1i2A3iy~,ٱِنْ1ِ2ا3ِيّ,556,37090,367184
{isotasolam_1,ٱِسْتَسْلَم_1,AisotasolamuwA,اِسْتَسْلَمُوا,surrender;capitulate,verb,{isotasolam,ٱِسْتَسْلَم,s.l.m,س.ل.م,{i1otaso2a3,ٱِ1ْتَسْ2َ3,1056,11141,2085587
januwb_1,جَنُوب_1,januwba,جَنُوبَ,south,noun,januwb,جَنُوب,j.n.b,ج.ن.ب,1a2uw3,1َ2ُو3,81424,561756,1268103
minoTaqap_1,مِنْطَقَة_1,minoTaqapK,مِنْطَقَةٍ,area;zone;territory,noun,minoTaq,مِنْطَق,n.T.q,ن.ط.ق,mi1o2a3ap,مِ1ْ2َ3َة,27147,1167097,1023743
Huduwdiy~_1,حُدُودِيّ_1,Huduwdiy~apK,حُدُودِيَّةٍ,frontier;border,adj,Huduwdiy~,حُدُودِيّ,H.d.d,ح.د.د,1u2uw3iy~,1ُ2ُو3ِيّ,3490,46576,616515
SAdar_1,صادَر_1,SAdarat,صادَرَت,confiscate,verb,SAdar,صادَر,S.d.r,ص.د.ر,1A2a3,1ا2َ3,2669,11821,928417
kam~iy~ap_1,كَمِّيَّة_1,kam~iy~apK,كَمِّيَّةٍ,quantity;amount,noun,kam~iy~,كَمِّيّ,k.m.m,ك.م.م,1a2~iy~ap,1َ2ِّيَّة,8656,60925,41352
qA*ifap_1,قاذِفَة_1,qA*ifapi,قاذِفَةِ,bomber;launcher,noun,qA*if,قاذِف,q.*.f,ق.ذ.ف,1A2i3ap,1ا2ِ3َة,1496,6642,63284
lagom_1,لَغْم_1,lugomAF,لُغْماً,mine,noun,lugom,لُغْم,l.g.m,ل.غ.م,1u2o3,1ُ2ْ3,754,29258,10274
$ahor_1,شَهْر_1,Al$~ahori,الشَّهْرِ,month,noun,$ahor,شَهْر,$.h.r,ش.ه.ر,1a2o3,1َ2ْ3,95625,519815,429275
HaSiylap_1,حَصِيلَة_1,HaSiylapK,حَصِيلَةٍ,result;revenue,noun,HaSiyl,حَصِيل,H.S.l,ح.ص.ل,1a2iy3ap,1َ2ِي3َة,9736,48648,266837
{isotinAd_1,ٱِسْتِناد_1,AisotinAdAF,اِسْتِناداً,dependence,noun,{isotinAd,ٱِسْتِناد,s.n.d,س.ن.د,{i1oti2A3,ٱِ1ْتِ2ا3,26361,42476,184112
kav~af_1,كَثَّف_1,wakav~afa,وَكَثَّفَ,concentrate;compress;make_intensive,verb,kav~af,كَثَّف,k.v.f,ك.ث.ف,1a2~a3,1َ2َّ3,849,11009,100684
turokiy~_1,تُرْكِيّ_1,Alt~urokiy~u,التُّرْكِيُّ,Turkish,adj,turokiy~,تُرْكِيّ,t.r.k,ت.ر.ك,1u2o3iy~,1ُ2ْ3ِيّ,22056,213142,216926
>a$an~_1,أَشَنّ_1,wayu$an~u,وَيُشَنُّ,be_waged;be_launched,verb,$an~,شَنّ,$.n.n,ش.ن.ن,>u1a2~,أُ1َ2ّ,419,1641,43856
mutamar~id_1,مُتَمَرِّد_1,Almutamar~iduwna,المُتَمَرِّدُونَ,rebel;mutineer,noun,mutamar~id,مُتَمَرِّد,m.r.d,م.ر.د,1utama2~i3,1ُتَمَ2ِّ3,11320,92680,132776
musal~aH_1,مُسَلَّح_1,musal~aHAF,مُسَلَّحاً,armored;reinforced,adj,musal~aH,مُسَلَّح,s.l.H,س.ل.ح,mu1a2~a3,مُ1َ2َّ3,5186,145705,386141
>akovariy~ap_1,أَكْثَرِيَّة_1,>akovariy~apu,أَكْثَرِيَّةُ,majority,noun,>akovariy~,أَكْثَرِيّ,k.v.r,ك.ث.ر,>a1o2a3iy~ap,أَ1ْ2َ3ِيَّة,1164,36840,74870
turokiy~_1,تُرْكِيّ_1,Alt~urokiy~i,التُّرْكِيِّ,Turkish,adj,turokiy~,تُرْكِيّ,t.r.k,ت.ر.ك,1u2o3iy~,1ُ2ْ3ِيّ,36463,213142,216926
tamar~ud_1,تَمَرُّد_1,tamar~udi,تَمَرُّدِ,insurrection;rebellion,noun,tamar~ud,تَمَرُّد,m.r.d,م.ر.د,ta1a2~u3,تَ1َ2ُّ3,2304,35453,132776
>asofar_1,أَسْفَر_1,>asofarat,أَسْفَرَت,cause;produce;result_in,verb,>asofar,أَسْفَر,s.f.r,س.ف.ر,>a1o2a3,أَ1ْ2َ3,22088,97332,508332
Easokariy~_1,عَسْكَرِيّ_1,Easokariy~iyna,عَسْكَرِيِّينَ,soldier;private,noun,Easokariy~,عَسْكَرِيّ,E.s.k.r,ع.س.ك.ر,1a2o3a4iy~,1َ2ْ3َ4ِيّ,4661,607589,654581
$uroTap_1,شُرْطَة_1,$uroTapK,شُرْطَةٍ,police,noun,$uroT,شُرْط,$.r.T,ش.ر.ط,1u2o3ap,1ُ2ْ3َة,5258,342615,486327
mutamar~id_1,مُتَمَرِّد_1,wamutamar~idiyna,وَمُتَمَرِّدِينَ,rebel;mutineer,noun,mutamar~id,مُتَمَرِّد,m.r.d,م.ر.د,1utama2~i3,1ُتَمَ2ِّ3,122,92680,132776
madaniy~_1,مَدَنِيّ_1,wamadaniy~iyna,وَمَدَنِيِّينَ,civilian,adj,madaniy~,مَدَنِيّ,m.d.n,م.د.ن,1a2a3iy~,1َ2َ3ِيّ,359,250872,683384
jariyH_1,جَرِيح_1,jaroHaY,جَرْحَى,wounded;injured,noun,jaroHaY,جَرْحَى,j.r.H,ج.ر.ح,1a2iy3,1َ2ِي3,14353,79144,124897
taZAhurap_1,تَظاهُرَة_1,taZAhurapK,تَظاهُرَةٍ,rally;demonstration,noun,taZAhur,تَظاهُر,Z.h.r,ظ.ه.ر,ta1A2u3ap,تَ1ا2ُ3َة,13837,75618,622412
qiTAE_1,قِطاع_1,qiTAEu,قِطاعُ,sector;section,noun,qiTAE,قِطاع,q.T.E,ق.ط.ع,1i2A3,1ِ2ا3,14232,428699,678138
raSAS_1,رَصاص_1,biraSASi,بِرَصاصِ,lead_(metal),noun,raSAS,رَصاص,r.S.S,ر.ص.ص,1a2A3,1َ2ا3,21302,57073,68935
<isolAmiy~_1,إِسْلامِيّ_1,Al<isolAmiy~iyna,الإِسْلامِيِّينَ,Islamic;Islamist;Muslim,noun,<isolAmiy~,إِسْلامِيّ,s.l.m,س.ل.م,<i1o2A3iy~,إِ1ْ2ا3ِيّ,18558,590235,2085587
{iHotilAl_1,ٱِحْتِلال_1,AlAiHotilAli,الاِحْتِلالِ,occupation,noun,{iHotilAl,ٱِحْتِلال,H.l.l,ح.ل.ل,{i1oti2A3,ٱِ1ْتِ2ا3,97002,174817,1043099
>aTolaq_1,أَطْلَق_1,wa>aTolaqa,وَأَطْلَقَ,release;fire,verb,>aTolaq,أَطْلَق,T.l.q,ط.ل.ق,>a1o2a3,أَ1ْ2َ3,3079,209246,415133
mulav~am_1,مُلَثَّم_1,Almulav~amiyna,المُلَثَّمِينَ,masked;veiled,adj,mulav~am,مُلَثَّم,l.v.m,ل.ث.م,mu1a2~a3,مُ1َ2َّ3,480,3171,3972
gaz~ap_1,غَزَّة_1,gaz~apK,غَزَّةٍ,Gaza,noun_prop,gaz~,غَزّ,g.z.z,غ.ز.ز,1a2~ap,1َ2َّة,9058,269007,270578
tajam~aE_1,تَجَمَّع_1,tajam~aEuwA,تَجَمَّعُوا,gather;rally,verb,tajam~aE,تَجَمَّع,j.m.E,ج.م.ع,ta1a2~a3,تَ1َ2َّ3,5211,18899,2198458
naqol_1,نَقْل_1,naqolu,نَقْلُ,transportation;transfer,noun,naqol,نَقْل,n.q.l,ن.ق.ل,1a2o3,1َ2ْ3,13673,232020,510056
muHosin_2,مُحْسِن_2,muHosin,مُحْسِن,Muhsin,noun_prop,muHosin,مُحْسِن,H.s.n,ح.س.ن,mu1o2i3,مُ1ْ2ِ3,15339,18187,680679
<isolAmiy~_1,إِسْلامِيّ_1,Al<isolAmiy~api,الإِسْلامِيَّةِ,Islamic;Islamist;Muslim,adj,<isolAmiy~,إِسْلامِيّ,s.l.m,س.ل.م,<i1o2A3iy~,إِ1ْ2ا3ِيّ,212731,590235,2085587
HamAs_1,حَماس_1,HamAs,حَماس,Hamas,noun_prop,HamAs,حَماس,H.m.s,ح.م.س,1a2A3,1َ2ا3,126050,132942,165848
muxATab_1,مُخاطَب_1,muxATabAF,مُخاطَباً,addressed;spoken_to,noun,muxATab,مُخاطَب,x.T.b,خ.ط.ب,mu1A2a3,مُ1ا2َ3,2588,3587,179978
mutaZAhir_1,مُتَظاهِر_1,AlmutaZAhiriyna,المُتَظاهِرِينَ,demonstrator,noun,mutaZAhir,مُتَظاهِر,Z.h.r,ظ.ه.ر,muta1A2i3,مُتَ1ا2ِ3,5397,52945,622412
muEAraDap_1,مُعارَضَة_1,muEAraDapa,مُعارَضَةَ,opposition,noun,muEAraD,مُعارَض,E.r.D,ع.ر.ض,mu1A2a3ap,مُ1ا2َ3َة,2355,190973,910117
taSar~af_1,تَصَرَّف_1,sanataSar~afa,سَنَتَصَرَّفَ,behave,verb,taSar~af,تَصَرَّف,S.r.f,ص.ر.ف,ta1a2~a3,تَ1َ2َّ3,157,19609,178422
mudam~ir_1,مُدَمِّر_1,mudam~irK,مُدَمِّرٍ,destructive,adj,mudam~ir,مُدَمِّر,d.m.r,د.م.ر,mu1a2~i3,مُ1َ2ِّ3,794,12480,189752
$aEob_1,شَعْب_1,$aEobinA,شَعْبِنا,people;nation,noun,$aEob,شَعْب,$.E.b,ش.ع.ب,1a2o3,1َ2ْ3,17016,547107,708718
EAraD_1,عارَض_1,nuEAriDu,نُعارِضُ,oppose;resist,verb,EAriD,عارِض,E.r.D,ع.ر.ض,1A2a3,1ا2َ3,1602,55564,910117
Hulom_1,حُلْم_1,HulomanA,حُلْمَنا,dream,noun,Hulom,حُلْم,H.l.m,ح.ل.م,1u2o3,1ُ2ْ3,118,57091,58585
maroHalap_1,مَرْحَلَة_1,AlmaroHalapu,المَرْحَلَةُ,phase;stage;round,noun,maroHal,مَرْحَل,r.H.l,ر.ح.ل,ma1o2a3ap,مَ1ْ2َ3َة,29411,418827,415467
munaZ~amap_1,مُنَظَّمَة_1,wamunaZ~amapi,وَمُنَظَّمَةِ,organization,noun,munaZ~am,مُنَظَّم,n.Z.m,ن.ظ.م,mu1a2~a3ap,مُ1َ2َّ3َة,13627,451982,1190127
minoTaqap_1,مِنْطَقَة_1,minoTaqatayoni,مِنْطَقَتَيْنِ,area;zone;territory,noun,minoTaq,مِنْطَق,n.T.q,ن.ط.ق,mi1o2a3ap,مِ1ْ2َ3َة,1567,1167097,1023743
{inotiqAliy~_1,ٱِنْتِقالِيّ_1,AlAinotiqAliy~a,الاِنْتِقالِيَّ,transitional,adj,{inotiqAliy~,ٱِنْتِقالِيّ,n.q.l,ن.ق.ل,{i1oti2A3iy~,ٱِ1ْتِ2ا3ِيّ,8429,44521,510056
fatorap_1,فَتْرَة_1,fatorapi,فَتْرَةِ,phase;time_period;interval,noun,fator,فَتْر,f.t.r,ف.ت.ر,1a2o3ap,1َ2ْ3َة,49041,292486,297219
baHov_1,بَحْث_1,AlbaHovu,البَحْثُ,discussion,noun,baHov,بَحْث,b.H.v,ب.ح.ث,1a2o3,1َ2ْ3,25060,240832,381626
qudos_1,قُدْس_1,Alqudosu,القُدْسُ,Jerusalem,noun_prop,qudos,قُدْس,q.d.s,ق.د.س,1u2o3,1ُ2ْ3,76973,262302,399713
faqaT_1,فَقَط_1,faqaT,فَقَط,only,adv,faqaT,فَقَط,f.q.T,ف.ق.ط,1a2a3,1َ2َ3,210119,210412,210437
qiTAE_1,قِطاع_1,qiTAEi,قِطاعِ,sector;section,noun,qiTAE,قِطاع,q.T.E,ق.ط.ع,1i2A3,1ِ2ا3,138269,428699,678138
mukal~af_1,مُكَلَّف_1,mukal~afiyna,مُكَلَّفِينَ,commissioned_with;charged_with;responsible_for,adj,mukal~af,مُكَلَّف,k.l.f,ك.ل.ف,mu1a2~a3,مُ1َ2َّ3,533,48350,149085
>anoSAr_1,أَنْصار_1,>anoSAru,أَنْصارُ,partisans;followers,noun,>anoSAr,أَنْصار,n.S.r,ن.ص.ر,>a1o2A3,أَ1ْ2ا3,6790,74597,434873
jabohap_1,جَبْهَة_1,waAljabohatayoni,وَالجَبْهَتَيْنِ,front;front_line,noun,jaboh,جَبْه,j.b.h,ج.ب.ه,1a2o3ap,1َ2ْ3َة,68,137805,137035
$aEobiy~_1,شَعْبِيّ_1,Al$~aEobiy~api,الشَّعْبِيَّةِ,popular;national;people's,adj,$aEobiy~,شَعْبِيّ,$.E.b,ش.ع.ب,1a2o3iy~,1َ2ْ3ِيّ,68485,188984,708718
mutaZAhir_1,مُتَظاهِر_1,AlmutaZAhiruwna,المُتَظاهِرُونَ,demonstrator,noun,mutaZAhir,مُتَظاهِر,Z.h.r,ظ.ه.ر,muta1A2i3,مُتَ1ا2ِ3,15713,52945,622412
sarAH_1,سَراح_1,sarAHi,سَراحِ,dismissal;release,noun,sarAH,سَراح,s.r.H,س.ر.ح,1a2A3,1َ2ا3,18475,37908,166761
buTuwlap_1,بُطُولَة_1,buTuwlapu,بُطُولَةُ,championship;starring_role;heroism,noun,buTuwl,بُطُول,b.T.l,ب.ط.ل,1u2uw3ap,1ُ2ُو3َة,51692,288554,424214
HAris_1,حارِس_1,HArisu,حارِسُ,vigilant;sentry;guard;keeper;goal-keeper,noun,HAris,حارِس,H.r.s,ح.ر.س,1A2i3,1ا2ِ3,8849,101497,141158
bilAl_1,بِلال_1,bilAl,بِلال,Bilal,noun_prop,bilAl,بِلال,b.l.l,ب.ل.ل,1i2A3,1ِ2ا3,10332,12794,22376
$anab_1,شَنَب_1,$anab,شَنَب,Shanab,noun_prop,$anab,شَنَب,$.n.b,ش.ن.ب,1a2a3,1َ2َ3,1098,1099,1215
>axofaq_1,أَخْفَق_1,>axofaqa,أَخْفَقَ,fail;go_down,verb,>axofaq,أَخْفَق,x.f.q,خ.ف.ق,>a1o2a3,أَ1ْ2َ3,3697,12827,25580
Sad~aq_1,صَدَّق_1,yuSad~iqo,يُصَدِّقْ,believe;give_credence_to;confirm,verb,Sad~iq,صَدِّق,S.d.q,ص.د.ق,1a2~a3,1َ2َّ3,3926,26442,229917
$uroTap_1,شُرْطَة_1,$uroTapi,شُرْطَةِ,police,noun,$uroT,شُرْط,$.r.T,ش.ر.ط,1u2o3ap,1ُ2ْ3َة,25374,342615,486327
Halab_1,حَلَب_1,Halab,حَلَب,Aleppo,noun_prop,Halab,حَلَب,H.l.b,ح.ل.ب,1a2a3,1َ2َ3,3963,10762,42344
jabolap_1,جَبْلَة_1,wajabolap,وَجَبْلَة,Jableh,noun_prop,jabol,جَبْل,jblp,جبلة,1a2o3a4,1َ2ْ3َ4,844,7220,7220
karAmap_1,كَرامَة_1,AlkarAmapi,الكَرامَةِ,dignity;generosity,noun,karAm,كَرام,k.r.m,ك.ر.م,1a2A3ap,1َ2ا3َة,8909,43744,229936
HiT~iyn_1,حِطِّين_1,waHiT~iyn,وَحِطِّين,Hittin,noun_prop,HiT~iyn,حِطِّين,H.T.T,ح.ط.ط,1i2~iyn,1ِ2ِّين,729,7523,163974
taEAdal_1,تَعادَل_1,wataEAdala,وَتَعادَلَ,be_balanced;be_equitable;tie,verb,taEAdal,تَعادَل,E.d.l,ع.د.ل,ta1A2a3,تَ1ا2َ3,20495,75036,690684
$uEolap_1,شُعْلَة_1,Al$~uEolapu,الشُّعْلَةُ,fire;flame,noun,$uEol,شُعْل,$.E.l,ش.ع.ل,1u2o3ap,1ُ2ْ3َة,4873,8589,49211
$uroTap_1,شُرْطَة_1,waAl$~uroTapu,وَالشُّرْطَةُ,police,noun,$uroT,شُرْط,$.r.T,ش.ر.ط,1u2o3ap,1ُ2ْ3َة,2329,342615,486327
marokaziy~_1,مَرْكَزِيّ_1,Almarokaziy~u,المَرْكَزِيُّ,central,adj,marokaziy~,مَرْكَزِيّ,r.k.z,ر.ك.ز,ma1o2a3iy~,مَ1ْ2َ3ِيّ,14673,146044,716978
jad~ad_1,جَدَّد_1,jad~ada,جَدَّدَ,renew;repeat,verb,jad~ad,جَدَّد,j.d.d,ج.د.د,1a2~a3,1َ2َّ3,12217,43115,1452604
qAsam_1,قاسَم_1,yuqAsimuhu,يُقاسِمُهُ,share_with,verb,qAsim,قاسِم,q.s.m,ق.س.م,1A2a3,1ا2َ3,64,801,168879
marokaz_1,مَرْكَز_1,marokaza,مَرْكَزَ,center;station,noun,marokaz,مَرْكَز,r.k.z,ر.ك.ز,ma1o2a3,مَ1ْ2َ3,13241,453180,716978
>asoqaT_1,أَسْقَط_1,wa>asoqaTahu,وَأَسْقَطَهُ,shoot_down;make_fall;abort,verb,>asoqaT,أَسْقَط,s.q.T,س.ق.ط,>a1o2a3,أَ1ْ2َ3,56,18795,186962
darajap_1,دَرَجَة_1,darajatayoni,دَرَجَتَيْنِ,degree;class;rank;grade;level,noun,daraj,دَرَج,d.r.j,د.ر.ج,1a2a3ap,1َ2َ3َة,342,153821,269702
sul~am_1,سُلَّم_1,sul~ami,سُلَّمِ,ladder;stairs,noun,sul~am,سُلَّم,s.l.m,س.ل.م,1u2~a3,1ُ2َّ3,2991,21333,2085587
tarotiyb_1,تَرْتِيب_1,Alt~arotiybi,التَّرْتِيبِ,arrangement;organization;preparation,noun,tarotiyb,تَرْتِيب,r.t.b,ر.ت.ب,ta1o2iy3,تَ1ْ2ِي3,12184,136060,211833
tagal~ub_1,تَغَلُّب_1,tagal~ubihi,تَغَلُّبِهِ,surmounting;overcoming,noun,tagal~ub,تَغَلُّب,g.l.b,غ.ل.ب,ta1a2~u3,تَ1َ2ُّ3,1463,22344,102413
daqiyqap_1,دَقِيقَة_1,Ald~aqiyqapi,الدَّقِيقَةِ,minute,noun,daqiyq,دَقِيق,d.q.q,د.ق.ق,1a2iy3ap,1َ2ِي3َة,123368,289431,328048
bakoriy~_1,بَكْرِيّ_1,bakoriy~,بَكْرِيّ,Bakri,noun_prop,bakoriy~,بَكْرِيّ,b.k.r,ب.ك.ر,1a2o3iy~,1َ2ْ3ِيّ,2579,3642,103319
HAris_1,حارِس_1,AlHArisu,الحارِسُ,vigilant;sentry;guard;keeper;goal-keeper,noun,HAris,حارِس,H.r.s,ح.ر.س,1A2i3,1ا2ِ3,13751,101497,141158
{irotaTam_1,ٱِرْتَطَم_1,faAirotaTamat,فَاِرْتَطَمَت,crash;impact,verb,{irotaTam,ٱِرْتَطَم,r.T.m,ر.ط.م,{i1ota2a3,ٱِ1ْتَ2َ3,664,4211,5757
jisom_1,جِسْم_1,bijisomihi,بِجِسْمِهِ,body;form,noun,jisom,جِسْم,j.s.m,ج.س.م,1i2o3,1ِ2ْ3,190,32845,34167
maHomuwd_1,مَحْمُود_1,maHomuwd,مَحْمُود,Mahmoud,noun_prop,maHomuwd,مَحْمُود,H.m.d,ح.م.د,ma1o2uw3,مَ1ْ2ُو3,101443,113694,788346
saEuwdiy~_1,سَعُودِيّ_1,saEuwdiy~N,سَعُودِيٌّ,Saudi,adj,saEuwdiy~,سَعُودِيّ,s.E.d,س.ع.د,1a2uw3iy~,1َ2ُو3ِيّ,6095,314582,736151
muHoriz_1,مُحْرِز_1,muHorizAF,مُحْرِزاً,holder;possessor,adj,muHoriz,مُحْرِز,H.r.z,ح.ر.ز,mu1o2i3,مُ1ْ2ِ3,845,1999,86128
hadaf_1,هَدَف_1,hadafK,هَدَفٍ,goal;objective;intention,noun,hadaf,هَدَف,h.d.f,ه.د.ف,1a2a3,1َ2َ3,20409,573469,562377
baEod_1,بَعْد_1,wabaEoda,وَبَعْدَ,after,noun,baEod,بَعْد,b.E.d,ب.ع.د,1a2o3,1َ2ْ3,135264,1899582,2004428
muHam~ad_1,مُحَمَّد_1,limuHam~adK,لِمُحَمَّدٍ,Muhammad;Mohamed,noun_prop,muHam~ad,مُحَمَّد,H.m.d,ح.م.د,mu1a2~a3,مُ1َ2َّ3,1580,497303,788346
EakArap_1,عَكارَة_1,EakArapK,عَكارَةٍ,sediment;dregs,noun,EakAr,عَكار,E.k.r,ع.ك.ر,1a2A3ap,1َ2ا3َة,4,23,9006
{iEotamad_1,ٱِعْتَمَد_1,AiEotamada,اِعْتَمَدَ,depend;rely_(on),verb,{iEotamad,ٱِعْتَمَد,E.m.d,ع.م.د,{i1ota2a3,ٱِ1ْتَ2َ3,10750,104543,367063
murotad~_1,مُرْتَدّ_1,Almurotad~api,المُرْتَدَّةِ,renegade;apostate,noun,murotad~,مُرْتَدّ,r.d.d,ر.د.د,mu1ota2~,مُ1ْتَ2ّ,2921,18186,154405
>aboEad_1,أَبْعَد_1,tuboEiduhu,تُبْعِدُهُ,remove;expel,verb,boEid,بْعِد,b.E.d,ب.ع.د,>a1o2a3,أَ1ْ2َ3,572,24880,2004428
munAfasap_1,مُنافَسَة_1,AlmunAfasapi,المُنافَسَةِ,competition;rivalry,noun,munAfas,مُنافَس,n.f.s,ن.ف.س,mu1A2a3ap,مُ1ا2َ3َة,23154,79827,803590
mitor_1,مِتْر_1,mitorAF,مِتْراً,meter,noun,mitor,مِتْر,m.t.r,م.ت.ر,1i2o3,1ِ2ْ3,32774,138999,117500
HAris_1,حارِس_1,AlHArisi,الحارِسِ,vigilant;sentry;guard;keeper;goal-keeper,noun,HAris,حارِس,H.r.s,ح.ر.س,1A2i3,1ا2ِ3,22991,101497,141158
hadaf_1,هَدَف_1,Alhadafa,الهَدَفَ,goal;objective;intention,noun,hadaf,هَدَف,h.d.f,ه.د.ف,1a2a3,1َ2َ3,37855,573469,562377
>arosal_1,أَرْسَل_1,>arosala,أَرْسَلَ,send;transmit,verb,>arosal,أَرْسَل,r.s.l,ر.س.ل,>a1o2a3,أَ1ْ2َ3,9942,80542,463184
kAmil_1,كامِل_1,kAmili,كامِلِ,complete;full;integral,adj,kAmil,كامِل,k.m.l,ك.م.ل,1A2i3,1ا2ِ3,6730,230507,461624
mu$Abih_1,مُشابِه_1,mu$AbihapK,مُشابِهَةٍ,similar,adj,mu$Abih,مُشابِه,$.b.h,ش.ب.ه,mu1A2i3,مُ1ا2ِ3,6223,14862,134718
{isotaqar~_1,ٱِسْتَقَرّ_1,faAisotaqar~at,فَاِسْتَقَرَّت,settle_down;be_stabilized,verb,{isotaqar~,ٱِسْتَقَرّ,q.r.r,ق.ر.ر,{isota1a2~,ٱِسْتَ1َ2ّ,231,22671,1744500
mudar~ib_1,مُدَرِّب_1,mudar~ibu,مُدَرِّبُ,trainer;coach;instructor,noun,mudar~ib,مُدَرِّب,d.r.b,د.ر.ب,mu1a2~i3,مُ1َ2ِّ3,24695,115249,257716
jamiyl_3,جَمِيل_3,jamiyl,جَمِيل,Jameel;Jamil;Gameel,noun_prop,jamiyl,جَمِيل,j.m.l,ج.م.ل,1a2iy3,1َ2ِي3,23146,24390,239704
>akoram_3,أَكْرَم_3,>akoram,أَكْرَم,Akram,noun_prop,>akoram,أَكْرَم,k.r.m,ك.ر.م,>a1o2a3,أَ1ْ2َ3,7062,11512,229936
>afolat_1,أَفْلَت_1,>afolata,أَفْلَتَ,escape;release,verb,>afolat,أَفْلَت,f.l.t,ف.ل.ت,>a1o2a3,أَ1ْ2َ3,79,4505,15483
muhan~ad_2,مُهَنَّد_2,muhan~ad,مُهَنَّد,Muhannad;Mohannad,noun_prop,muhan~ad,مُهَنَّد,h.n.d,ه.ن.د,mu1a2~a3,مُ1َ2َّ3,1684,2614,188485
raqAbap_1,رَقابَة_1,raqAbapi,رَقابَةِ,censorship;surveillance,noun,raqAb,رَقاب,r.q.b,ر.ق.ب,1a2A3ap,1َ2ا3َة,2127,49785,285584
difAE_1,دِفاع_1,difAEi,دِفاعِ,defense,noun,difAE,دِفاع,d.f.E,د.ف.ع,1i2A3,1ِ2ا3,11291,343746,711415
{inofarad_1,ٱِنْفَرَد_1,waAinofarada,وَاِنْفَرَدَ,be_isolated;be_alone;stand_apart,verb,{inofarad,ٱِنْفَرَد,f.r.d,ف.ر.د,{ino1a2a3,ٱِنْ1َ2َ3,3028,13907,215870
saj~al_1,سَجَّل_1,wasaj~ala,وَسَجَّلَ,register;record;inscribe,verb,saj~al,سَجَّل,s.j.l,س.ج.ل,1a2~a3,1َ2َّ3,70706,315277,475128
hadaf_1,هَدَف_1,Alhadafu,الهَدَفُ,goal;objective;intention,noun,hadaf,هَدَف,h.d.f,ه.د.ف,1a2a3,1َ2َ3,18766,573469,562377
rakol_1,رَكْل_1,rakolapi,رَكْلَةِ,kick;shot,noun,rakol,رَكْل,r.k.l,ر.ك.ل,1a2o3,1َ2ْ3,21674,49249,40974
daqiyqap_1,دَقِيقَة_1,daqiyqatayoni,دَقِيقَتَيْنِ,minute,noun,daqiyq,دَقِيق,d.q.q,د.ق.ق,1a2iy3ap,1َ2ِي3َة,4743,289431,328048
Earoqalap_1,عَرْقَلَة_1,Earoqalapi,عَرْقَلَةِ,obstructing;impeding,noun,Earoqal,عَرْقَل,E.r.q.l,ع.ر.ق.ل,1a2o3a4ap,1َ2ْ3َ4َة,7358,26181,31642
lAEib_1,لاعِب_1,lAEibuhu,لاعِبُهُ,player;athlete,noun,lAEib,لاعِب,l.E.b,ل.ع.ب,1A2i3,1ا2ِ3,879,251155,389979
HAzim_1,حازِم_1,HAzimK,حازِمٍ,resolute,adj,HAzim,حازِم,H.z.m,ح.ز.م,1A2i3,1ا2ِ3,9516,18946,37131
Harob_1,حَرْب_1,HarobAF,حَرْباً,war;warfare,noun,Harob,حَرْب,H.r.b,ح.ر.ب,1a2o3,1َ2ْ3,17618,637466,682349
>aHoraz_1,أَحْرَز_1,wa>aHoraza,وَأَحْرَزَ,gain;win;preserve,verb,>aHoraz,أَحْرَز,H.r.z,ح.ر.ز,>a1o2a3,أَ1ْ2َ3,5591,82145,86128
